issuer_slug,ticker,name,sector,active,listed_from,listed_to,source_state,source_keys,source_kinds,source_urls,coverage_from_periods,live_verified_periods,live_verified_ons,live_verified_urls,known_period_count,latest_known_period,in_source_window_period_count,latest_in_source_window_period,readiness_gaps
gfnorte,GFNORTE,Grupo Financiero Banorte,banks,True,,,configured_with_in_window_catalog_coverage,ir,investor_relations,https://investors.banorte.com/es/financial-information/quarterly-reports,,2026-2T,2026-07-30,https://investors.banorte.com/~/media/Files/B/Banorte-IR/financial-information/quarterly-results/es/2026/2T26/2T26.pdf,21,2026-1T,21,2026-1T,listing_start_unverified
cmr,CMR,CMR,hotels_leisure,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
cie,CIE,CIE,hotels_leisure,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
club_america,AGUILAS,Club America,sports_ent,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
diablos_rojos,DIABLOS,Diablos Rojos,sports_ent,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
lab,LAB,Genomma Lab Internacional,healthcare,True,,,configured_with_in_window_catalog_coverage,ir,investor_relations,https://inversionistas.genommalab.com/informacion-financiera/,,,,,40,2026-2T,40,2026-2T,listing_start_unverified|primary_pdf_source_live_verification_unrecorded
medica_sur,MEDICA,Medica Sur,healthcare,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
proteak,TEAK,Proteak,agro_forestry,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
grupo_agro,AGRO,Grupo Agro,agro_forestry,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
savia,SAVIA,Savia,agro_forestry,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
agroexportadora,AGRIEXP,Agroexportadora,agro_forestry,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
globc,GLOBC,Globc,misc_industrial,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
aleatica_educa,EDUCA,Aleatica Educa,misc_industrial,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
coxa,COXA,Coxa,misc_industrial,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
kamosa,KAMOSA,Kamosa,misc_industrial,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
alfa,ALFA,Alfa,misc_industrial,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
anb,ANB,ANB,misc_industrial,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
grupo_gomo,GOMO,Grupo GOMO,misc_industrial,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
iasa,IASASA,IASA,misc_industrial,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
qb_industrial,QBINDUS,QB Industrial,misc_industrial,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
san,SAN,SAN,misc_industrial,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
sre,SRE,SRE,misc_industrial,True,,,unconfigured_without_coverage,,,,,,,,0,,0,,listing_start_unverified|primary_pdf_source_unconfigured
tiendas_3b,TBBB,Tiendas 3B (BBB Foods),retail_discount,True,,,configured_without_catalog_coverage,ir,investor_relations,https://www.investorstiendas3b.com/financials/quarterly-results/default.aspx,2024-1T,2026-1T,2026-07-30,https://s203.q4cdn.com/155743495/files/doc_financials/2026/q1/Earnings-Release-1Q26.pdf,0,,0,,listing_start_unverified|configured_source_has_no_catalog_coverage
